State,District,Pincode,Year,Quater,User_dist_count,User_pincode_count
ladakh,leh ladakh,194104,2020,4,50252,14355
ladakh,leh ladakh,194104,2021,1,54095,15511
ladakh,leh ladakh,194104,2021,2,57971,16585
ladakh,leh ladakh,194104,2021,3,62633,17813
ladakh,leh ladakh,194104,2021,4,67049,19007
ladakh,leh ladakh,194104,2022,1,71173,20154
ladakh,leh ladakh,194104,2022,2,75042,21222
ladakh,leh ladakh,194104,2022,3,78769,22353
ladakh,leh ladakh,194104,2022,4,82011,23418
ladakh,leh ladakh,194104,2023,1,85582,24439
ladakh,leh ladakh,194104,2023,2,89148,25357
ladakh,leh ladakh,194104,2023,3,92688,26346
ladakh,leh ladakh,194104,2023,4,96066,27266
lakshadweep,lakshadweep,682555,2018,1,501,175
lakshadweep,lakshadweep,682555,2018,2,686,246
lakshadweep,lakshadweep,682555,2018,3,918,338
lakshadweep,lakshadweep,682555,2018,4,1156,429
lakshadweep,lakshadweep,682555,2019,1,1416,549
lakshadweep,lakshadweep,682555,2019,2,1747,685
lakshadweep,lakshadweep,682555,2019,3,2117,813
lakshadweep,lakshadweep,682555,2019,4,2427,923
lakshadweep,lakshadweep,682555,2020,1,2772,1032
lakshadweep,lakshadweep,682555,2020,2,3187,1178
lakshadweep,lakshadweep,682555,2020,3,3644,1334
lakshadweep,lakshadweep,682555,2020,4,4179,1530
lakshadweep,lakshadweep,682555,2021,1,4577,1664
lakshadweep,lakshadweep,682555,2021,2,4896,1780
lakshadweep,lakshadweep,682555,2021,3,5287,1914
lakshadweep,lakshadweep,682555,2021,4,5638,2037
lakshadweep,lakshadweep,682555,2022,1,5990,2165
lakshadweep,lakshadweep,682555,2022,2,6327,2279
lakshadweep,lakshadweep,682555,2022,3,6645,2391
lakshadweep,lakshadweep,682555,2022,4,6961,2520
lakshadweep,lakshadweep,682555,2023,1,7267,2629
lakshadweep,lakshadweep,682555,2023,2,7585,2739
lakshadweep,lakshadweep,682555,2023,3,7912,2843
lakshadweep,lakshadweep,682555,2023,4,8225,2962
madhya-pradesh,indore,452001,2018,1,366977,42977
madhya-pradesh,indore,452001,2018,2,479904,55837
madhya-pradesh,indore,452001,2018,3,585621,67243
madhya-pradesh,indore,452001,2018,4,712479,81206
madhya-pradesh,indore,452001,2019,1,844465,94894
madhya-pradesh,indore,452001,2019,2,955207,108587
madhya-pradesh,indore,452001,2019,3,1071598,122796
madhya-pradesh,indore,452001,2019,4,1181500,134323
madhya-pradesh,indore,482002,2020,1,1287857,146207
madhya-pradesh,indore,482002,2020,2,1410157,158954
madhya-pradesh,indore,482002,2020,3,1524036,173274
madhya-pradesh,indore,482002,2020,4,1645564,188460
madhya-pradesh,indore,482002,2021,1,1769869,202915
madhya-pradesh,indore,482002,2021,2,1892259,216522
madhya-pradesh,indore,482002,2021,3,2028266,231582
madhya-pradesh,indore,482002,2021,4,2164101,246911
madhya-pradesh,indore,482002,2022,1,2291709,261115
madhya-pradesh,indore,482002,2022,2,2412576,274815
madhya-pradesh,indore,482002,2022,3,2537328,288913
madhya-pradesh,indore,482002,2022,4,2660518,303133
madhya-pradesh,indore,482002,2023,1,2780295,317133
madhya-pradesh,indore,482002,2023,2,2883610,328764
madhya-pradesh,indore,482002,2023,3,2996261,341355
madhya-pradesh,indore,482002,2023,4,3098089,353272
maharashtra,pune,410501,2018,1,1211643,55174
maharashtra,pune,410501,2018,2,1592293,72841
maharashtra,pune,410501,2018,3,1974138,91512
maharashtra,pune,421302,2018,4,2498852,130390
maharashtra,pune,421302,2019,1,3038402,164019
maharashtra,pune,421302,2019,2,3514081,190214
maharashtra,pune,421302,2019,3,4004991,217009
maharashtra,pune,421302,2019,4,4416899,243170
maharashtra,pune,421302,2020,1,4802397,270275
maharashtra,pune,421302,2020,2,5144688,298762
maharashtra,pune,421302,2020,3,5546002,328833
maharashtra,pune,421302,2020,4,6033615,365506
maharashtra,pune,421302,2021,1,6481971,396179
maharashtra,pune,421302,2021,2,6915820,424376
maharashtra,pune,421302,2021,3,7398336,456284
maharashtra,pune,421302,2021,4,7880431,488443
maharashtra,pune,421302,2022,1,8331582,518716
maharashtra,pune,421302,2022,2,8757249,547501
maharashtra,pune,421302,2022,3,9194074,577754
maharashtra,pune,421302,2022,4,9622338,608005
maharashtra,pune,421302,2023,1,10037022,636458
maharashtra,pune,421302,2023,2,10396344,662196
maharashtra,pune,421302,2023,3,10780092,688520
maharashtra,pune,421302,2023,4,11135186,714635
manipur,imphal west,795004,2018,1,11304,5825
manipur,imphal west,795004,2018,2,16541,8370
manipur,imphal west,795004,2018,3,21696,10911
manipur,imphal west,795004,2018,4,28383,14342
manipur,imphal west,795004,2019,1,33668,16916
manipur,imphal west,795004,2019,2,39303,19706
manipur,imphal west,795004,2019,3,45268,22710
manipur,imphal west,795004,2019,4,51063,25471
manipur,imphal west,795004,2020,1,57485,28400
manipur,imphal west,795004,2020,2,67897,32442
manipur,imphal west,795004,2020,3,79723,37728
manipur,imphal west,795004,2020,4,88777,41917
manipur,imphal west,795004,2021,1,96101,45367
manipur,imphal west,795004,2021,2,102833,48527
manipur,imphal west,795004,2021,3,110506,52013
manipur,imphal west,795004,2021,4,118056,55504
manipur,imphal west,795004,2022,1,125131,58698
manipur,imphal west,795004,2022,2,131901,61814
manipur,imphal west,795004,2022,3,138892,65086
manipur,imphal west,795004,2022,4,145422,68237
manipur,imphal west,795004,2023,1,151777,71219
manipur,imphal west,795004,2023,2,157911,73902
manipur,imphal west,795004,2023,3,164350,76833
manipur,imphal west,795004,2023,4,171021,79881
meghalaya,east khasi hills,793001,2018,1,9310,2493
meghalaya,east khasi hills,793001,2018,2,12907,3410
meghalaya,east khasi hills,793001,2018,3,17543,4591
meghalaya,east khasi hills,793001,2018,4,22845,5880
meghalaya,east khasi hills,793001,2019,1,27937,7108
meghalaya,east khasi hills,793001,2019,2,33377,8597
meghalaya,east khasi hills,793001,2019,3,38761,10069
meghalaya,east khasi hills,793001,2019,4,43484,11243
meghalaya,east khasi hills,793001,2020,1,49251,12683
meghalaya,east khasi hills,793001,2020,2,57322,14552
meghalaya,east khasi hills,793001,2020,3,65268,16464
meghalaya,east khasi hills,793001,2020,4,72639,18247
meghalaya,east khasi hills,793001,2021,1,78429,19753
meghalaya,east khasi hills,793001,2021,2,84124,21124
meghalaya,east khasi hills,793001,2021,3,90505,22612
meghalaya,east khasi hills,793001,2021,4,96942,24127
meghalaya,east khasi hills,793001,2022,1,102838,25549
meghalaya,east khasi hills,793001,2022,2,108330,26896
meghalaya,east khasi hills,793001,2022,3,113816,28296
meghalaya,east khasi hills,793001,2022,4,118978,29682
meghalaya,east khasi hills,793001,2023,1,124181,30984
meghalaya,east khasi hills,793001,2023,2,129260,32160
meghalaya,east khasi hills,793001,2023,3,134378,33371
meghalaya,east khasi hills,793001,2023,4,139387,34548
mizoram,aizawl,796005,2018,1,4550,1339
mizoram,aizawl,796005,2018,2,6211,1779
mizoram,aizawl,796005,2018,3,8460,2357
mizoram,aizawl,796005,2018,4,11131,3120
mizoram,aizawl,796005,2019,1,13422,3769
mizoram,aizawl,796005,2019,2,15934,4439
mizoram,aizawl,796005,2019,3,18992,5357
mizoram,aizawl,796005,2019,4,21865,6157
mizoram,aizawl,796005,2020,1,25253,7161
mizoram,aizawl,796005,2020,2,29637,8374
mizoram,aizawl,796005,2020,3,36225,10284
mizoram,aizawl,796005,2020,4,41500,11766
mizoram,aizawl,796005,2021,1,45103,12750
mizoram,aizawl,796005,2021,2,48525,13677
mizoram,aizawl,796005,2021,3,52313,14719
mizoram,aizawl,796005,2021,4,56005,15729
mizoram,aizawl,796005,2022,1,59433,16682
mizoram,aizawl,796005,2022,2,62605,17564
mizoram,aizawl,796005,2022,3,65940,18512
mizoram,aizawl,796005,2022,4,68925,19398
mizoram,aizawl,796005,2023,1,71979,20236
mizoram,aizawl,796005,2023,2,74977,21052
mizoram,aizawl,796005,2023,3,78038,21882
mizoram,aizawl,796005,2023,4,81008,22709
nagaland,dimapur,797112,2018,1,8249,3362
nagaland,dimapur,797112,2018,2,12093,4838
nagaland,dimapur,797112,2018,3,17039,6815
nagaland,dimapur,797112,2018,4,22603,8894
nagaland,dimapur,797112,2019,1,28091,10884
nagaland,dimapur,797112,2019,2,34567,13452
nagaland,dimapur,797112,2019,3,41036,15905
nagaland,dimapur,797112,2019,4,47000,17953
nagaland,dimapur,797112,2020,1,53696,20343
nagaland,dimapur,797112,2020,2,63398,23618
nagaland,dimapur,797112,2020,3,79061,28305
nagaland,dimapur,797112,2020,4,87807,31403
nagaland,dimapur,797112,2021,1,94968,33978
nagaland,dimapur,797112,2021,2,101835,36359
nagaland,dimapur,797112,2021,3,109644,39088
nagaland,dimapur,797112,2021,4,117388,41813
nagaland,dimapur,797112,2022,1,124644,44337
nagaland,dimapur,797112,2022,2,131738,46784
nagaland,dimapur,797112,2022,3,139011,49392
nagaland,dimapur,797112,2022,4,145923,52003
nagaland,dimapur,797112,2023,1,152828,54514
nagaland,dimapur,797112,2023,2,159224,56714
nagaland,dimapur,797112,2023,3,165789,58987
nagaland,dimapur,797112,2023,4,172342,61244
odisha,khordha,751024,2018,1,308390,20624
odisha,khordha,751024,2018,2,406689,27037
odisha,khordha,751024,2018,3,499472,32884
odisha,khordha,751024,2018,4,626645,41412
odisha,khordha,751024,2019,1,745457,48946
odisha,khordha,751024,2019,2,826007,53902
odisha,khordha,751024,2019,3,916565,59402
odisha,khordha,751002,2019,4,1014134,65273
odisha,khordha,751002,2020,1,1083466,69941
odisha,khordha,751002,2020,2,1152010,74717
odisha,khordha,751002,2020,3,1232760,80656
odisha,khordha,751002,2020,4,1323794,86879
odisha,khordha,751002,2021,1,1415897,92941
odisha,khordha,751002,2021,2,1511068,99150
odisha,khordha,751002,2021,3,1618171,106076
odisha,khordha,751002,2021,4,1725313,113032
odisha,khordha,751002,2022,1,1827307,119601
odisha,khordha,751002,2022,2,1924289,125902
odisha,khordha,751002,2022,3,2025108,132413
odisha,khordha,751002,2022,4,2124474,138929
odisha,khordha,751002,2023,1,2220922,145133
odisha,khordha,751002,2023,2,2305026,150534
odisha,khordha,751002,2023,3,2395932,156377
odisha,khordha,751002,2023,4,2480213,161687
puducherry,puducherry,605110,2018,1,42117,5295
puducherry,puducherry,605110,2018,2,55513,6941
puducherry,puducherry,605110,2018,3,68634,8620
puducherry,puducherry,605110,2018,4,92629,11531
puducherry,puducherry,605110,2019,1,112798,14136
puducherry,puducherry,605110,2019,2,132703,16837
puducherry,puducherry,605110,2019,3,150642,19211
puducherry,puducherry,605110,2019,4,173175,22470
puducherry,puducherry,605110,2020,1,195398,25687
puducherry,puducherry,605110,2020,2,215429,28750
puducherry,puducherry,605110,2020,3,239707,32402
puducherry,puducherry,605110,2020,4,267946,36516
puducherry,puducherry,605110,2021,1,290107,39705
puducherry,puducherry,605110,2021,2,309892,42482
puducherry,puducherry,605110,2021,3,332193,45619
puducherry,puducherry,605110,2021,4,354425,48727
puducherry,puducherry,605110,2022,1,375238,51639
puducherry,puducherry,605110,2022,2,394977,54423
puducherry,puducherry,605110,2022,3,415847,57334
puducherry,puducherry,605110,2022,4,436067,60161
puducherry,puducherry,605110,2023,1,455449,62885
puducherry,puducherry,605110,2023,2,472714,65371
puducherry,puducherry,605110,2023,3,491130,68001
puducherry,puducherry,605110,2023,4,508901,70638
punjab,ludhiana,143001,2018,1,168625,43359
punjab,ludhiana,143001,2018,2,230404,59405
punjab,ludhiana,143001,2018,3,296414,76846
punjab,ludhiana,143001,2018,4,378237,99483
punjab,ludhiana,143001,2019,1,454370,119228
punjab,ludhiana,143001,2019,2,528745,142830
punjab,ludhiana,143001,2019,3,601479,163956
punjab,ludhiana,143001,2019,4,671579,181854
punjab,ludhiana,143001,2020,1,756590,202216
punjab,ludhiana,143001,2020,2,853140,223933
punjab,ludhiana,143001,2020,3,944936,247481
punjab,ludhiana,143001,2020,4,1037696,271907
punjab,ludhiana,143001,2021,1,1121835,293006
punjab,ludhiana,143001,2021,2,1204126,313340
punjab,ludhiana,143001,2021,3,1296796,335748
punjab,ludhiana,143001,2021,4,1388951,357742
punjab,ludhiana,143001,2022,1,1476288,378399
punjab,ludhiana,143001,2022,2,1558996,397926
punjab,ludhiana,143001,2022,3,1644780,418302
punjab,ludhiana,143001,2022,4,1728119,438058
punjab,ludhiana,143001,2023,1,1807587,456622
punjab,ludhiana,143001,2023,2,1883319,473406
punjab,ludhiana,143001,2023,3,1957125,491581
punjab,ludhiana,143001,2023,4,2030159,508232
rajasthan,jaipur,302012,2018,1,900773,68098
rajasthan,jaipur,302012,2018,2,1182983,89071
rajasthan,jaipur,302012,2018,3,1438305,107088
rajasthan,jaipur,302012,2018,4,1733893,128747
rajasthan,jaipur,302012,2019,1,2060175,152051
rajasthan,jaipur,302012,2019,2,2290462,168578
rajasthan,jaipur,302012,2019,3,2520933,185991
rajasthan,jaipur,302012,2019,4,2746860,201766
rajasthan,jaipur,302012,2020,1,2966508,217583
rajasthan,jaipur,302012,2020,2,3182014,233663
rajasthan,jaipur,302012,2020,3,3433167,253003
rajasthan,jaipur,302012,2020,4,3679874,271971
rajasthan,jaipur,302012,2021,1,3951866,292147
rajasthan,jaipur,302012,2021,2,4226231,312285
rajasthan,jaipur,302012,2021,3,4534297,335006
rajasthan,jaipur,302012,2021,4,4841883,357814
rajasthan,jaipur,302012,2022,1,5133527,379201
rajasthan,jaipur,302012,2022,2,5409763,399537
rajasthan,jaipur,302012,2022,3,5696726,420931
rajasthan,jaipur,302012,2022,4,5975863,442071
rajasthan,jaipur,302012,2023,1,6247095,461897
rajasthan,jaipur,302012,2023,2,6490210,479744
rajasthan,jaipur,302012,2023,3,6745507,498043
rajasthan,jaipur,302012,2023,4,6983265,515213
sikkim,east,737101,2018,1,12749,3490
sikkim,east,737101,2018,2,17767,4767
sikkim,east,737101,2018,3,23460,6302
sikkim,east,737101,2018,4,29948,8184
sikkim,east,737101,2019,1,36124,9811
sikkim,east,737101,2019,2,43048,11751
sikkim,east,737101,2019,3,49404,13584
sikkim,east,737101,2019,4,55340,15223
sikkim,east,737101,2020,1,61820,17139
sikkim,east,737101,2020,2,69829,19227
sikkim,east,737101,2020,3,78018,21525
sikkim,east,737101,2020,4,85770,23744
sikkim,east,737101,2021,1,92502,25663
sikkim,east,737101,2021,2,99077,27441
sikkim,east,737101,2021,3,106352,29396
sikkim,east,737101,2021,4,113537,31343
sikkim,east,737101,2022,1,120360,33157
sikkim,east,737101,2022,2,126666,34848
sikkim,east,737101,2022,3,133152,36580
sikkim,east,737101,2022,4,139175,38348
sikkim,east,737101,2023,1,145199,39951
sikkim,east,737101,2023,2,150852,41406
sikkim,east,737101,2023,3,156600,42978
sikkim,east,737101,2023,4,162011,44334
tamil-nadu,chennai,600100,2018,1,292004,19254
tamil-nadu,chennai,600100,2018,2,401349,26004
tamil-nadu,chennai,600100,2018,3,511138,32407
tamil-nadu,chennai,600100,2018,4,689276,42866
tamil-nadu,chennai,600100,2019,1,830586,51245
tamil-nadu,chennai,600100,2019,2,969955,59144
tamil-nadu,chennai,641602,2019,3,1090190,66075
tamil-nadu,chennai,641602,2019,4,1216610,75544
tamil-nadu,chennai,641602,2020,1,1340762,85509
tamil-nadu,chennai,641602,2020,2,1436722,95158
tamil-nadu,chennai,641602,2020,3,1566152,107812
tamil-nadu,chennai,641602,2020,4,1731527,121857
tamil-nadu,chennai,641602,2021,1,1865001,132560
tamil-nadu,chennai,641602,2021,2,1988355,141899
tamil-nadu,chennai,641602,2021,3,2124347,152392
tamil-nadu,chennai,641602,2021,4,2261346,162911
tamil-nadu,chennai,641602,2022,1,2388315,172812
tamil-nadu,chennai,641602,2022,2,2509588,182250
tamil-nadu,chennai,641602,2022,3,2635738,192242
tamil-nadu,chennai,641602,2022,4,2763151,202276
tamil-nadu,chennai,641602,2023,1,2885933,211679
tamil-nadu,chennai,641602,2023,2,2987502,220199
tamil-nadu,chennai,641602,2023,3,3098864,228811
tamil-nadu,chennai,641602,2023,4,3205005,237429
telangana,hyderabad,500072,2018,1,655175,105012
telangana,hyderabad,500072,2018,2,842483,129543
telangana,hyderabad,500072,2018,3,1024241,152034
telangana,hyderabad,500072,2018,4,1336872,188465
telangana,hyderabad,500072,2019,1,1638436,221180
telangana,hyderabad,500072,2019,2,1856926,242007
telangana,hyderabad,500072,2019,3,2071673,261019
telangana,hyderabad,500072,2019,4,2283903,279498
telangana,hyderabad,500072,2020,1,2483843,296003
telangana,hyderabad,500072,2020,2,2653534,309469
telangana,hyderabad,500072,2020,3,2875965,328018
telangana,hyderabad,500072,2020,4,3142385,350832
telangana,hyderabad,500072,2021,1,3379663,375272
telangana,hyderabad,500072,2021,2,3598337,398987
telangana,hyderabad,500072,2021,3,3839513,425197
telangana,hyderabad,500072,2021,4,4081185,451595
telangana,hyderabad,500072,2022,1,4306136,476073
telangana,hyderabad,500072,2022,2,4519625,499269
telangana,hyderabad,500072,2022,3,4739891,523196
telangana,hyderabad,500072,2022,4,4962214,547282
telangana,hyderabad,500072,2023,1,5176899,570652
telangana,hyderabad,500072,2023,2,5349842,589156
telangana,hyderabad,500072,2023,3,5543537,609887
telangana,hyderabad,500072,2023,4,5720710,628306
tripura,west tripura,799001,2018,1,27242,5309
tripura,west tripura,799001,2018,2,40345,7739
tripura,west tripura,799001,2018,3,53531,10116
tripura,west tripura,799001,2018,4,67549,12625
tripura,west tripura,799001,2019,1,79732,14805
tripura,west tripura,799001,2019,2,93241,16798
tripura,west tripura,799001,2019,3,104949,18755
tripura,west tripura,799001,2019,4,114108,20197
tripura,west tripura,799001,2020,1,124538,21861
tripura,west tripura,799001,2020,2,137156,23830
tripura,west tripura,799001,2020,3,151432,26184
tripura,west tripura,799001,2020,4,163752,28351
tripura,west tripura,799001,2021,1,175841,30415
tripura,west tripura,799001,2021,2,188123,32443
tripura,west tripura,799001,2021,3,202122,34754
tripura,west tripura,799001,2021,4,215860,37053
tripura,west tripura,799001,2022,1,229161,39256
tripura,west tripura,799001,2022,2,242041,41385
tripura,west tripura,799001,2022,3,255161,43603
tripura,west tripura,799001,2022,4,267713,45881
tripura,west tripura,799001,2023,1,280021,47966
tripura,west tripura,799001,2023,2,291531,49774
tripura,west tripura,799001,2023,3,303494,51710
tripura,west tripura,799001,2023,4,315337,53590
uttar-pradesh,gautam buddha nagar,201301,2018,1,448768,114625
uttar-pradesh,gautam buddha nagar,201301,2018,2,586350,151073
uttar-pradesh,gautam buddha nagar,201301,2018,3,727480,188664
uttar-pradesh,gautam buddha nagar,201301,2018,4,951342,250205
uttar-pradesh,gautam buddha nagar,201301,2019,1,1143614,301260
uttar-pradesh,gautam buddha nagar,201301,2019,2,1282816,336709
uttar-pradesh,gautam buddha nagar,201301,2019,3,1415905,369425
uttar-pradesh,gautam buddha nagar,201301,2019,4,1537791,398548
uttar-pradesh,gautam buddha nagar,201301,2020,1,1656331,425915
uttar-pradesh,gautam buddha nagar,201301,2020,2,1756163,445271
uttar-pradesh,gautam buddha nagar,201301,2020,3,1885370,472490
uttar-pradesh,gautam buddha nagar,201301,2020,4,2030178,504506
uttar-pradesh,gautam buddha nagar,201301,2021,1,2181874,541127
uttar-pradesh,gautam buddha nagar,201301,2021,2,2329954,577428
uttar-pradesh,gautam buddha nagar,201301,2021,3,2496114,618043
uttar-pradesh,gautam buddha nagar,201301,2021,4,2664034,659549
uttar-pradesh,gautam buddha nagar,201301,2022,1,2822463,698600
uttar-pradesh,gautam buddha nagar,201301,2022,2,2973360,735907
uttar-pradesh,gautam buddha nagar,201301,2022,3,3130224,774591
uttar-pradesh,gautam buddha nagar,201301,2022,4,3286371,814008
uttar-pradesh,gautam buddha nagar,201301,2023,1,3434422,851451
uttar-pradesh,gautam buddha nagar,201301,2023,2,3562632,883262
uttar-pradesh,gautam buddha nagar,201301,2023,3,3694806,916333
uttar-pradesh,gautam buddha nagar,201301,2023,4,3820774,948041
uttarakhand,dehradun,248001,2018,1,147998,43810
uttarakhand,dehradun,248001,2018,2,198296,57987
uttarakhand,dehradun,248001,2018,3,246477,71108
uttarakhand,dehradun,248001,2018,4,306969,88106
uttarakhand,dehradun,248001,2019,1,369578,105135
uttarakhand,dehradun,248001,2019,2,428353,122387
uttarakhand,dehradun,248001,2019,3,486157,138990
uttarakhand,dehradun,248001,2019,4,537026,152499
uttarakhand,dehradun,248001,2020,1,593420,167128
uttarakhand,dehradun,248001,2020,2,649026,180405
uttarakhand,dehradun,248001,2020,3,711303,196414
uttarakhand,dehradun,248001,2020,4,779564,214162
uttarakhand,dehradun,248001,2021,1,840361,230378
uttarakhand,dehradun,248001,2021,2,898504,245790
uttarakhand,dehradun,248001,2021,3,963594,262855
uttarakhand,dehradun,248001,2021,4,1028085,280017
uttarakhand,dehradun,248001,2022,1,1088710,295984
uttarakhand,dehradun,248001,2022,2,1146386,311271
uttarakhand,dehradun,248001,2022,3,1205785,326983
uttarakhand,dehradun,248001,2022,4,1262999,342610
uttarakhand,dehradun,248001,2023,1,1318049,357372
uttarakhand,dehradun,248001,2023,2,1367275,370003
uttarakhand,dehradun,248001,2023,3,1419173,383460
uttarakhand,dehradun,248001,2023,4,1466612,395756
west-bengal,north twenty four parganas,711101,2018,1,396980,19073
west-bengal,north twenty four parganas,711101,2018,2,572438,26613
west-bengal,north twenty four parganas,711101,2018,3,722572,33006
west-bengal,north twenty four parganas,711101,2018,4,946634,42834
west-bengal,north twenty four parganas,711101,2019,1,1130983,51367
west-bengal,north twenty four parganas,711101,2019,2,1312362,60136
west-bengal,north twenty four parganas,711101,2019,3,1478650,67292
west-bengal,north twenty four parganas,711101,2019,4,1638605,72920
west-bengal,north twenty four parganas,711101,2020,1,1789973,78806
west-bengal,north twenty four parganas,711101,2020,2,1966125,86422
west-bengal,north twenty four parganas,711101,2020,3,2143943,93507
west-bengal,north twenty four parganas,711101,2020,4,2321888,100995
west-bengal,north twenty four parganas,711101,2021,1,2491076,108369
west-bengal,north twenty four parganas,711101,2021,2,2660664,115675
west-bengal,north twenty four parganas,711101,2021,3,2852030,123732
west-bengal,north twenty four parganas,711101,2021,4,3043008,132051
west-bengal,north twenty four parganas,711101,2022,1,3224459,139738
west-bengal,north twenty four parganas,711101,2022,2,3397791,147152
west-bengal,north twenty four parganas,711101,2022,3,3578500,154935
west-bengal,north twenty four parganas,711101,2022,4,3755017,162816
west-bengal,north twenty four parganas,711101,2023,1,3926974,170440
west-bengal,north twenty four parganas,711101,2023,2,4079270,176861
west-bengal,north twenty four parganas,711101,2023,3,4241525,183739
west-bengal,north twenty four parganas,711101,2023,4,4396190,190311
